"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.090307375E0,1.224453735E0,7.481741638E0,-1.773961029E0
4.100305375E0,4.116439819E-2,8.603508911E0,-1.972747650E0
4.110304375E0,-1.081201630E0,9.311536560E0,-1.717229004E0
4.120302375E0,-2.001038818E0,9.923314362E0,-7.321275330E-1
4.130301375E0,-2.505340118E0,9.909542999E0,5.933660889E-1
4.140299375E0,-2.420765991E0,9.835147705E0,1.181642761E0
4.150297375E0,-2.315385132E0,9.521400146E0,1.436113586E0
4.160296375E0,-2.112407227E0,8.842412109E0,1.482816467E0
4.170294375E0,-1.703307953E0,8.135282593E0,1.303788757E0
4.180293375E0,-1.148561554E0,7.751031647E0,7.688012695E-1
4.190291375E0,-5.278024292E-1,7.823780365E0,-6.316864014E-2
4.200289375E0,1.886077881E-1,8.071664886E0,-2.513273621E-1
4.210288375E0,1.079704742E0,8.400381317E0,7.066804504E-1
4.220286375E0,1.791624298E0,8.727151794E0,1.889371033E0
4.230285375E0,2.056573334E0,9.014105072E0,2.532583466E0
4.240283375E0,1.792073364E0,9.468859406E0,2.484683075E0
4.250281375E0,8.752299500E-1,1.009545639E1,1.983076172E0
4.260280375E0,-5.719606018E-1,1.052416489E1,1.457668762E0
4.270278375E0,-1.695224762E0,1.055649765E1,7.210505676E-1
4.280277375E0,-2.414778442E0,1.024918671E1,3.864962769E-1
4.290275375E0,-3.192261658E0,1.031879196E1,7.637118530E-1
4.300273500E0,-4.038302307E0,1.086111420E1,1.287472687E0
4.310272500E0,-5.005291443E0,1.133877090E1,1.538350983E0
4.320270500E0,-5.754782867E0,1.172377029E1,1.364712067E0
4.330269500E0,-6.134543152E0,1.209769272E1,8.331674194E-1
4.340267500E0,-5.621260529E0,1.172511749E1,5.798941040E-1
4.350265500E0,-4.447251892E0,1.076681030E1,1.412612457E0
4.360264500E0,-2.437082062E0,9.589209137E0,2.141147461E0
4.370262500E0,3.932322693E-1,9.765542450E0,2.416724396E0
4.380261500E0,3.302731934E0,1.194351334E1,3.436703339E0
4.390259500E0,4.198768616E0,1.506437347E1,3.989503784E0
4.400257500E0,1.543141022E0,1.838192459E1,3.821852417E0
4.410256500E0,-3.216361542E0,1.891810959E1,2.671195221E0
4.420254500E0,-6.728058929E0,1.634076920E1,-1.272354126E-2
4.430253500E0,-6.747219086E0,1.319775513E1,-1.695224762E0
4.440251500E0,-3.823199615E0,1.149324966E1,-2.416874084E0
4.450249500E0,-1.142723694E0,1.116153946E1,-2.222578125E0
4.460248500E0,-1.447489929E-1,1.208422073E1,-2.047592010E0
4.470246500E0,1.276994476E0,1.332289490E1,-2.665956116E0
4.480245500E0,2.915337524E0,1.434511917E1,-1.611249390E0
4.490243500E0,3.585344238E0,1.524908936E1,-2.139051819E-1
4.500241500E0,3.238515472E0,1.558663742E1,2.492317200E-1
4.510240500E0,2.536774750E0,1.602612350E1,3.691323853E-1
4.520238500E0,1.983525238E0,1.695584015E1,9.792636108E-1
4.530237500E0,1.764979706E0,1.775742325E1,1.848655701E0
4.540235500E0,1.921404419E0,1.785831345E1,2.257305908E0
4.550233500E0,2.207758942E0,1.736808289E1,2.239942017E0
4.560232500E0,2.389331360E0,1.587329132E1,1.992955627E0
4.570230500E0,1.976489868E0,1.237536530E1,1.607806549E0
4.580229500E0,3.960763550E-1,9.071735229E0,7.927514648E-1
4.590227500E0,1.772314453E-1,7.405400391E0,-2.261796570E-1
4.600225500E0,1.197958832E0,6.709946594E0,-1.910626831E0
4.610224500E0,5.513035583E-1,6.369853821E0,-4.979544983E0
4.620222500E0,-1.010249176E0,4.916975098E0,-6.773863678E0
4.630221500E0,-2.853665771E0,4.926106110E0,-3.342549133E0
4.640219500E0,-3.772604828E0,7.865992584E0,1.803749084E-1
4.650217500E0,-2.183958435E0,9.496102753E0,-1.137634277E-1
4.660216500E0,-1.884281616E0,9.317524109E0,-1.706601105E0
4.670214500E0,-2.035616913E0,7.258705444E0,-3.587290192E0
4.680213500E0,-9.195378113E-1,5.089715881E0,-3.896996155E0
4.690211500E0,5.325924683E-1,3.886517944E0,-3.096011810E0
4.700209500E0,1.108444977E0,2.946323090E0,-2.108515320E0
4.710208500E0,1.921554108E0,2.338886261E0,-1.301693115E0
4.720206500E0,2.668500824E0,2.452949066E0,-8.756790161E-1
4.730205500E0,3.400927734E0,2.469714203E0,-1.118474121E0
4.740203500E0,3.367846527E0,1.723066864E0,-9.075627136E-1
4.750201500E0,2.400408325E0,9.370513916E-1,-1.244661713E0
4.760200500E0,1.641187134E0,4.572990417E-1,-1.176553345E0
4.770198500E0,1.436712341E0,5.165757751E-1,-5.471122742E-1
4.780197500E0,1.469943237E0,1.073717194E0,3.700305176E-1
4.790195500E0,1.341360626E0,2.074535980E0,1.246008911E0
4.800193500E0,1.068927155E0,3.053200836E0,2.123035126E0
4.810192500E0,9.638456726E-1,4.368665314E0,3.611539764E0
4.820190500E0,9.764195251E-1,6.446644135E0,5.924829254E0
4.830189500E0,1.935475159E0,9.931247864E0,8.589887238E0
4.840187500E0,3.760030975E0,1.590098373E1,1.138727005E1
4.850185500E0,4.938081207E0,2.303320221E1,1.330523163E1
4.860184500E0,2.454745331E0,2.841376328E1,1.231758545E1
4.870182500E0,-2.020348663E0,2.787488388E1,1.177720917E1
4.880181500E0,-1.894610138E0,2.098441269E1,1.045650558E1
4.890179500E0,1.625320129E0,1.262759079E1,8.740474091E0
4.900177500E0,2.378853149E0,6.808142395E0,8.199199677E0
4.910176500E0,2.339934082E0,5.081782379E0,6.641688538E0
4.920174500E0,3.989354095E0,5.964646454E0,5.444627838E0
4.930173500E0,6.522236938E0,8.290509796E0,5.516927490E0
4.940171500E0,7.757318573E0,1.250334915E1,6.091732178E0
4.950170500E0,7.462581482E0,1.819915466E1,6.064039764E0
4.960168500E0,5.140460358E0,1.911929123E1,3.608396301E0
4.970166500E0,1.581760712E0,1.459824280E1,-1.065634003E0
4.980165500E0,-5.866300964E-1,1.075348801E1,-3.802841949E0
4.990163500E0,-8.530760193E-1,8.597072296E0,-5.831573181E0
5.000162500E0,1.302291870E-2,7.297325134E0,-5.169949036E0
5.010160500E0,7.948471069E-1,6.957232361E0,-2.836152191E0
5.020158500E0,1.291813660E0,7.457941132E0,-1.421294403E0
5.030157500E0,4.423301697E-1,7.505242767E0,-2.157912598E0
5.040155500E0,-7.955955505E-1,7.535928955E0,-4.256997528E0
5.050154500E0,-1.603315887E0,7.730973358E0,-6.033054199E0
5.060152500E0,-1.805994415E0,8.012837219E0,-6.291416931E0
5.070150500E0,-1.710642700E0,7.681576080E0,-5.338049469E0
5.080149500E0,-9.363029480E-1,7.419022064E0,-3.828289032E0
5.090147500E0,-4.601431274E-1,8.030500488E0,-2.440375214E0
5.100146500E0,-7.288343811E-1,1.044947021E1,-1.746418304E0
5.110144500E0,-1.739682312E0,1.525956757E1,-1.094823303E0
5.120142500E0,-3.441792755E0,1.916928726E1,-4.721182251E-1
5.130141500E0,-4.747228088E0,1.755070313E1,-4.492158508E-1
5.140139500E0,-5.379064178E0,1.367002304E1,1.156345367E0
5.150137500E0,-4.735702057E0,1.035471725E1,2.748584290E0
5.160136500E0,-2.809657288E0,8.849597168E0,3.817212067E0
5.170134500E0,-3.035687256E-1,8.166717224E0,4.759203186E0
5.180133500E0,1.586251373E0,6.975494385E0,5.781726837E0
5.190131500E0,1.858834534E0,6.455326080E0,5.538183289E0
5.200129500E0,1.729952545E0,6.262826385E0,3.158132629E0
5.210128500E0,1.934427338E0,6.005361786E0,-2.603086853E-1
5.220126500E0,2.013912048E0,6.305487671E0,-2.057321777E0
5.230125500E0,1.533860321E0,7.173532562E0,-2.273771667E0
5.240123500E0,7.810757446E-1,8.164621582E0,-2.268382874E0
5.250121500E0,-1.496887207E-4,8.623716888E0,-2.399360504E0
5.260120500E0,-6.490502930E-1,9.244625702E0,-2.523901520E0
5.270118500E0,-9.442364502E-1,9.656119995E0,-2.142943726E0
5.280117500E0,-1.128652954E0,9.811646576E0,5.688171387E-3
5.290115500E0,-9.818083191E-1,9.221124573E0,1.814077606E0
5.300113500E0,-7.454498291E-1,8.441396027E0,2.095791779E0
5.310112000E0,-5.278024292E-1,8.054001617E0,1.633403320E0
5.320110000E0,-2.071691895E-1,7.810308380E0,1.110241241E0
5.330109000E0,5.658233643E-2,7.843539276E0,7.026388550E-1
5.340107000E0,2.284249878E-1,7.768545227E0,2.327659607E-1
5.350105000E0,3.796105957E-1,7.778424683E0,-1.793270874E-1
5.360104000E0,4.634362793E-1,7.965984650E0,-7.762857056E-1
5.370102000E0,5.077441406E-1,8.110284576E0,-1.465901642E0
5.380101000E0,3.811074829E-1,8.426427155E0,-5.215155029E-1
5.390099000E0,2.023791504E-1,9.446256409E0,1.634151764E0
5.400097000E0,7.005432129E-2,1.066577042E1,2.723436584E0
5.410096000E0,-5.463638306E-2,1.158830200E1,2.728975067E0
5.420094000E0,-3.303630066E-1,1.184277283E1,2.883154449E0
5.430093000E0,-6.905140686E-1,1.125868744E1,2.863694916E0
5.440091000E0,-1.768721924E0,1.102816681E1,2.928959198E0
5.450089000E0,-3.452869720E0,1.117755615E1,2.702330475E0
5.460088000E0,-5.284760284E0,1.132245483E1,2.347568207E0
5.470086000E0,-6.464307404E0,1.153022278E1,1.890718231E0
5.480085000E0,-6.975195007E0,1.178110107E1,1.167272644E0
5.490083000E0,-7.011719055E0,1.118818405E1,4.766088867E-1
5.500081000E0,-6.243965607E0,9.864636383E0,3.514691162E-1
5.510080000E0,-4.777465210E0,8.729696503E0,1.600621490E0
5.520078000E0,-2.235601044E0,9.216484222E0,3.024460602E0
5.530077000E0,4.709207153E-1,1.323697357E1,3.670517120E0
5.540075000E0,1.901944885E0,1.878503632E1,4.177662506E0
5.550073000E0,1.628613281E0,2.101464981E1,3.582051086E0
5.560072000E0,-2.751278687E-1,1.958347595E1,2.123933258E0
5.570070000E0,-2.621049500E0,1.653476578E1,2.401007080E-1
5.580069000E0,-2.907703400E0,1.373364075E1,-2.010020142E0
5.590067000E0,-1.760339355E0,1.169038971E1,-3.413800964E0
5.600065000E0,-8.466394043E-1,1.012763947E1,-3.150199127E0
5.610064000E0,1.025667114E0,1.113818802E1,-2.591261444E0
5.620062000E0,2.949167175E0,1.298789154E1,-1.732347565E0
5.630061000E0,3.901935883E0,1.396865204E1,-8.831634521E-1
5.640059000E0,4.062701569E0,1.476379852E1,-1.224453735E-1
5.650057000E0,3.647465057E0,1.570204742E1,3.376977539E-1
5.660056000E0,3.093018036E0,1.691258011E1,6.938072205E-1
5.670054000E0,2.852168884E0,1.790157349E1,8.723858643E-1
5.680053000E0,2.717449036E0,1.774559784E1,1.189875641E0
5.690051000E0,2.417622528E0,1.653446640E1,1.459165649E0
5.700049000E0,1.938618622E0,1.444765594E1,1.288071442E0
5.710048000E0,1.381477203E0,1.169473068E1,1.276695099E0
5.720046000E0,6.406677246E-1,8.864266663E0,1.200503540E0
5.730045000E0,-7.364685059E-2,7.257058868E0,2.689906311E-1
5.740043000E0,4.595443726E-2,6.629863129E0,-7.113208008E-1
5.750041000E0,3.385958862E-1,6.281687164E0,-2.618804169E0
5.760040000E0,1.755848694E-1,6.399941254E0,-4.855602722E0
5.770038000E0,-1.147364044E0,6.785988464E0,-2.694846039E0
5.780037000E0,-2.000290375E0,8.311615906E0,1.645079041E-1
5.790035000E0,-1.983225861E0,9.661658478E0,-1.016386414E-1
5.800033000E0,-1.347647552E0,9.641300812E0,-8.125103760E-1
5.810032000E0,-1.442250824E0,8.677904205E0,-1.471589813E0
5.820030000E0,-1.407523041E0,6.921007690E0,-1.463356934E0
5.830029000E0,-2.680924988E-1,5.563630371E0,-1.988165588E0
5.840027000E0,8.596623230E-1,4.732558594E0,-1.974843292E0
5.850025000E0,1.112336884E0,4.208348694E0,-1.432521057E0
5.860024000E0,1.217568054E0,4.029470673E0,-1.497036896E0
5.870022000E0,1.545685730E0,3.874692535E0,-1.885628815E0
5.880021000E0,2.182611237E0,3.359763336E0,-1.960323486E0
5.890019000E0,1.894610138E0,2.279759216E0,-1.932631073E0
5.900017000E0,1.022823029E0,1.497186584E0,-1.939067688E0
5.910016000E0,6.233038330E-1,1.239721985E0,-1.634750519E0
5.920014000E0,8.246351624E-1,1.164428558E0,-7.032376099E-1
5.930013000E0,1.062041473E0,1.576222229E0,3.201841736E-1
5.940011000E0,1.220112762E0,2.256707153E0,1.172511749E0
5.950009000E0,1.160836029E0,2.900668030E0,2.049238586E0
5.960008000E0,1.371148682E0,3.937412109E0,3.453767853E0
5.970006000E0,1.674717407E0,5.662574615E0,6.059848480E0
5.980005000E0,2.348616028E0,8.996292114E0,8.961414642E0
5.990003000E0,3.982468414E0,1.503204071E1,1.237985596E1
6.000001000E0,3.911066895E0,2.153227341E1,1.488818985E1
6.010000000E0,2.249821472E-1,2.635419617E1,1.390473495E1
6.019998000E0,-4.191583557E0,2.686852661E1,1.159937897E1
6.029997000E0,-3.291056213E0,2.205573486E1,8.835526428E0
6.039995000E0,-2.574645996E-1,1.467473373E1,7.284751282E0
6.049993000E0,1.246158600E0,9.224717102E0,7.040758667E0
6.059992000E0,2.017803955E0,6.164181519E0,6.467001801E0
6.069990000E0,3.532055054E0,4.362378387E0,5.703888702E0
6.079989000E0,4.595443726E0,3.692671051E0,6.099965057E0
6.089987000E0,5.086273041E0,4.714595947E0,5.127736816E0
6.099985000E0,5.880072327E0,7.837252350E0,1.458716583E0
6.109984000E0,7.170987854E0,1.264929565E1,4.644841003E-1
6.119982000E0,4.624483337E0,1.366777771E1,-2.275418243E0
6.129981000E0,3.652554474E0,1.379800690E1,-4.800816650E0
6.139979000E0,3.522774353E0,1.394979126E1,-4.481680298E0
6.149977000E0,2.777623901E0,1.517798721E1,-3.551963654E0
6.159976000E0,1.826501770E0,1.649764297E1,5.792953491E-2
6.169974000E0,3.600013733E-1,1.627655273E1,1.933978271E0
6.179973000E0,-1.104253693E0,1.313144302E1,-6.288423157E-1
6.189971000E0,-1.189127197E0,9.270072784E0,-1.447789307E0
6.199969000E0,-1.157692566E0,6.876400452E0,-2.699785767E0
6.209968000E0,-1.513352966E0,5.862708435E0,-4.725822601E0
6.219966000E0,-1.553319855E0,5.737269287E0,-5.998775482E0
6.229965000E0,-1.080602875E0,5.569617920E0,-5.685027924E0
6.239963000E0,-5.438191223E-1,5.410498810E0,-4.313729553E0
6.249961000E0,-3.504212952E-1,6.328090668E0,-3.132535858E0
6.259960000E0,-1.070573730E0,9.378746796E0,-2.203717346E0
6.269958000E0,-2.376757507E0,1.492037292E1,-1.354682922E0
6.279957000E0,-3.805985413E0,1.822160797E1,-1.396895142E0
6.289955000E0,-4.326752472E0,1.635948029E1,-1.927391968E0
6.299953000E0,-4.988526306E0,1.346539856E1,-2.297721863E-1
6.309951917E0,-5.158572693E0,1.129371460E1,2.785258026E0
6.319949917E0,-3.399580536E0,9.120234375E0,4.452940063E0
6.329948917E0,-6.888674927E-1,7.504344635E0,5.540727997E0
6.339946917E0,2.048939209E0,6.482569427E0,6.044879608E0
6.349944917E0,3.082240448E0,6.002218323E0,5.253325653E0
6.359943917E0,2.386038208E0,5.514981537E0,2.258054352E0
6.369941917E0,2.283202057E0,5.752986603E0,-1.400936737E0
6.379940917E0,2.347568207E0,6.525081024E0,-3.047662354E0
6.389938917E0,1.464554443E0,7.193740540E0,-2.516417084E0
6.399936917E0,5.460644531E-1,7.798932037E0,-1.905687103E0
6.409935917E0,-2.168989563E-1,9.106612701E0,-1.485510864E0
6.419933917E0,-9.331594849E-1,1.024215134E1,-1.347497864E0
6.429932917E0,-1.832639008E0,1.038255936E1,-1.929487610E-1
6.439930917E0,-2.315385132E0,1.008722351E1,1.503024445E0
6.449928917E0,-2.427951050E0,9.414223022E0,2.259551239E0
6.459927917E0,-2.142494659E0,8.997040558E0,2.399659882E0
6.469925917E0,-1.730850677E0,9.160949707E0,2.065105591E0
6.479924917E0,-1.201850739E0,8.971144409E0,8.300239563E-1
6.489922917E0,-6.670129395E-1,8.652008057E0,1.950444031E-1
6.499920917E0,-4.610412598E-2,8.428073730E0,-4.207749939E-1
6.509919917E0,2.806663513E-1,7.775580597E0,-7.075785828E-1
6.519917917E0,7.379653931E-1,7.264543304E0,-7.914042664E-1
6.529916917E0,1.216969299E0,7.129374390E0,-4.649331665E-1
6.539914917E0,1.501527557E0,7.517068176E0,5.272036743E-1
6.549912917E0,1.408121796E0,8.376580811E0,1.465751953E0
6.559911917E0,9.307644653E-1,9.467961273E0,2.086960144E0
6.569909917E0,1.257385254E-2,1.040650955E1,2.500250702E0
6.579908917E0,-1.151854706E0,1.084749252E1,2.630928955E0
6.589906917E0,-2.282453613E0,1.113175140E1,2.389930115E0
6.599904917E0,-3.429667969E0,1.164623154E1,1.859133911E0
6.609903917E0,-4.639302521E0,1.230860413E1,1.070424042E0
6.619901917E0,-5.626799011E0,1.238329880E1,7.432044983E-1
6.629900917E0,-5.825286255E0,1.200368820E1,6.511459351E-1
6.639898917E0,-5.572911072E0,1.107232498E1,9.493258667E-1
6.649896917E0,-5.021607513E0,1.015458344E1,1.830693054E0
6.659895917E0,-3.853736115E0,9.570048981E0,2.935545502E0
6.669893917E0,-2.351310425E0,9.876910858E0,3.465892639E0
6.679891917E0,-4.971162415E-1,1.200024536E1,4.027075653E0
6.689890917E0,1.193318481E0,1.543215866E1,5.101391602E0
6.699888917E0,1.776954803E0,1.874267441E1,4.671186218E0
6.709887917E0,1.250948639E0,1.993719040E1,2.851270752E0
6.719885917E0,-1.826352081E0,1.784858368E1,9.572593689E-1
6.729883917E0,-4.609963531E0,1.484118759E1,-1.226549377E0
6.739882917E0,-3.798500977E0,1.179487244E1,-2.647095337E0
6.749880917E0,-1.888173523E0,9.352401581E0,-2.466870117E0
6.759879917E0,-8.629554749E-1,9.216334534E0,-1.526824951E0
6.769877917E0,9.020242310E-1,1.190324707E1,-1.809287567E0
6.779875917E0,2.738255768E0,1.360685440E1,-1.620230713E0
6.789874917E0,3.958817596E0,1.446666641E1,-1.171463928E0
6.799872917E0,4.366719360E0,1.503563324E1,-4.905299377E-1
6.809871917E0,3.900438995E0,1.547407150E1,2.079176331E-1
6.819869917E0,2.917732544E0,1.599304230E1,8.967851257E-1
6.829867917E0,2.145488434E0,1.646590897E1,1.250649261E0
6.839866917E0,2.020498352E0,1.679118256E1,1.228944397E0
6.849864917E0,2.363435211E0,1.655482407E1,1.203347626E0
6.859863917E0,2.521955566E0,1.540835815E1,1.270707550E0
6.869861917E0,2.157164154E0,1.300330948E1,1.427731018E0
6.879859917E0,1.869911499E0,1.025158173E1,1.394200745E0
6.889858917E0,1.453627167E0,7.963889008E0,9.758207703E-1
6.899856917E0,1.495390320E-1,6.828949127E0,-4.200265503E-1
6.909855917E0,1.502874756E-1,7.130871277E0,-1.934876404E0
6.919853917E0,6.131250000E-1,7.537725220E0,-3.726051636E0
6.929851917E0,-7.788304138E-1,7.223229218E0,-4.056115265E0
6.939850917E0,-2.653232574E0,8.086035004E0,-1.005159760E0
6.949848917E0,-2.719844055E0,1.013931519E1,1.054107971E0
6.959847917E0,-1.584305420E0,1.007554779E1,2.897973633E-1
6.969845917E0,-1.340312805E0,8.930429077E0,-4.541555786E-1
6.979843917E0,-1.592238922E0,6.568939819E0,-1.541045380E0
6.989842917E0,-7.610174561E-1,4.690945129E0,-2.758763123E0
6.999840917E0,9.430389404E-2,3.804787903E0,-2.613864441E0
7.009839917E0,7.147636414E-1,3.380570068E0,-1.752405853E0
7.019837917E0,1.419348450E0,3.148702240E0,-1.984872437E0
7.029835917E0,2.018702087E0,2.835703125E0,-2.200723572E0
7.039834917E0,2.573448486E0,2.472558289E0,-2.346969452E0
7.049832917E0,2.425556030E0,1.839824066E0,-2.248773651E0
7.059831917E0,1.719324646E0,1.055604858E0,-2.023941193E0
7.069829917E0,8.857081604E-1,8.470884705E-1,-1.923799438E0
7.079827917E0,1.170416107E0,8.930429077E-1,-1.270857239E0
7.089826917E0,1.713037720E0,9.690847778E-1,9.729766846E-3
7.099824917E0,1.713935852E0,1.627116394E0,1.184935913E0
7.109823917E0,1.344953156E0,2.654430084E0,2.012265472E0
7.119821917E0,1.442699890E0,4.157304840E0,3.083737335E0
7.129819917E0,1.603016510E0,6.062991943E0,5.081782379E0
7.139818917E0,1.956431580E0,9.592352600E0,7.987240448E0
7.149816917E0,2.725831604E0,1.615410736E1,1.192644882E1
7.159815917E0,3.040776672E0,2.510205002E1,1.542691956E1
7.169813917E0,6.490502930E-1,3.156156738E1,1.600217331E1
7.179811917E0,-4.492158508E0,2.850387589E1,1.491962448E1
7.189810917E0,-2.474055176E0,1.975681549E1,1.148366959E1
7.199808917E0,1.931433563E0,1.074600357E1,9.100625153E0
7.209807917E0,3.018173676E0,5.240003357E0,8.181985474E0
7.219805917E0,3.374133453E0,3.368744659E0,6.413712616E0
7.229804917E0,4.475093994E0,4.182003479E0,4.450245667E0
7.239802917E0,5.960305481E0,7.185507660E0,3.576662292E0
7.249800917E0,6.359674988E0,1.216819611E1,3.747307434E0
7.259799917E0,5.244943085E0,1.723920090E1,3.930376740E0
7.269797917E0,3.231779480E0,1.866318970E1,1.668131104E0
7.279796917E0,1.050814819E0,1.602881790E1,-1.386716309E0
7.289794917E0,4.113446045E-1,1.346494949E1,-3.923191681E0
7.299792917E0,1.097218323E-1,1.062191162E1,-5.408702545E0
7.309793125E0,5.800437927E-1,8.513396301E0,-3.979175262E0
7.319791125E0,1.937870178E0,8.391699371E0,-2.611319733E0
7.329790125E0,2.252665558E0,7.952362976E0,-1.149010620E0
7.339788125E0,1.730102234E0,7.269483032E0,-1.578766937E0
7.349786125E0,8.149053955E-1,6.710994415E0,-3.577859802E0
7.359785125E0,-4.969665527E-2,6.873406677E0,-5.573659515E0
7.369783125E0,-4.275109863E-1,7.577991486E0,-5.946384430E0
7.379782125E0,-6.114784241E-1,7.251670074E0,-4.580474854E0
7.389780125E0,-2.544708252E-3,6.999145203E0,-2.606230316E0
7.399778125E0,2.333647156E-1,8.114176483E0,-1.453028412E0
7.409777125E0,-1.012344818E0,1.163395706E1,-8.569679260E-1
7.419775125E0,-3.105741577E0,1.729832794E1,-4.778063965E-1
7.429773125E0,-4.692891083E0,1.958347595E1,-1.076261902E0
7.439772125E0,-4.764442291E0,1.621458160E1,-2.405946808E0
7.449770125E0,-5.077740784E0,1.271964935E1,-1.459315338E0
7.459769125E0,-5.246290283E0,1.038749908E1,5.378315735E-1
7.469767125E0,-3.953578491E0,8.510552216E0,1.955982513E0
7.479766125E0,-2.068997498E0,7.195686493E0,2.796484680E0
7.489764125E0,4.141886902E-1,6.287225647E0,4.529131622E0
7.499762125E0,1.938917999E0,6.090384979E0,6.430328064E0
7.509761125E0,2.531535645E0,5.767207031E0,5.386398926E0
7.519759125E0,3.064726868E0,5.789510651E0,1.942660217E0
7.529757125E0,2.912044373E0,6.397695923E0,-1.127305756E0
7.539756125E0,1.945354614E0,7.870632935E0,-1.908231812E0
7.549754125E0,4.447251892E-1,8.655151520E0,-1.252445526E0
7.559753125E0,-7.280859375E-1,8.699160004E0,-1.191073151E0
7.569751125E0,-1.560804291E0,9.335486755E0,-2.351609802E0
7.579749125E0,-1.924847260E0,1.037522461E1,-2.075134735E0
7.589748125E0,-2.388882294E0,1.004935226E1,-2.046244812E-1
7.599746125E0,-2.225721588E0,9.392518158E0,7.626640320E-1
7.609745125E0,-1.672921143E0,8.908873901E0,1.508263550E0
7.619743125E0,-9.704319763E-1,8.001610565E0,2.022294617E0
7.629741125E0,-3.053649902E-2,7.290738831E0,1.779499512E0
7.639740125E0,1.008303223E0,7.482490082E0,1.111438751E0
7.649738125E0,1.843266907E0,7.828271027E0,2.487826538E-1
7.659737125E0,2.049987030E0,7.824528809E0,1.125659180E-1
7.669735125E0,1.682351532E0,8.065677338E0,1.074465637E0
7.679733125E0,1.050814819E0,8.405919800E0,1.585951996E0
7.689732125E0,-2.930905151E-1,8.906478882E0,1.713935852E0
7.699730125E0,-1.678759003E0,9.582772522E0,1.325343933E0
7.709729125E0,-2.512674866E0,1.011222153E1,8.427474976E-1
7.719727125E0,-2.754721527E0,1.055515045E1,7.042854309E-1
7.729725125E0,-2.583926697E0,1.097323105E1,8.875044250E-1
7.739724125E0,-2.701881409E0,1.164383652E1,1.464853821E0
7.749722125E0,-3.254681854E0,1.228106140E1,1.950593719E0
7.759721125E0,-4.068838806E0,1.219349350E1,2.123484192E0
7.769719125E0,-4.675227814E0,1.163246017E1,1.887574768E0
7.779717125E0,-4.701722717E0,1.113399673E1,1.569186859E0
7.789716125E0,-4.477938080E0,1.070004913E1,1.673220520E0
7.799714125E0,-3.856580200E0,1.025352768E1,2.293829956E0
7.809713125E0,-2.303110657E0,1.013183075E1,2.709814911E0
7.819711125E0,2.263293457E-1,1.137170242E1,2.640059967E0
