"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.844094375E0,4.399803579E-1,2.945677996E0,1.697943509E-1
3.854092375E0,7.600225806E-1,2.470826626E0,1.246119663E-1
3.864091375E0,1.057490230E0,1.824309587E0,1.954488605E-1
3.874089375E0,1.335296035E0,1.404311776E0,2.308286875E-1
3.884088375E0,1.683164239E0,1.343503475E0,2.776474655E-1
3.894086375E0,1.987243772E0,1.693861008E0,5.335620642E-1
3.904084375E0,2.143997669E0,2.152964115E0,1.052199125E0
3.914083375E0,2.201833963E0,2.553166389E0,1.582036376E0
3.924081375E0,2.136029959E0,2.904428720E0,2.000650883E0
3.934080375E0,1.943818331E0,3.074638128E0,2.237162352E0
3.944078375E0,1.565169811E0,3.107738972E0,2.315323114E0
3.954076375E0,9.628408551E-1,2.544718266E0,1.819685578E0
3.964075375E0,2.122345716E-1,1.207734227E0,6.502091289E-1
3.974073375E0,1.661616117E-1,3.464475572E-1,-6.793529391E-1
3.984072375E0,1.799215078E0,3.108094931E-1,-1.081115961E0
3.994070375E0,3.203836203E0,3.753887713E-1,-1.151482344E0
4.004068375E0,3.728401899E0,3.934245110E-1,-1.269022346E0
4.014067375E0,3.233908176E0,8.824344277E-1,-1.350418210E0
4.024065375E0,2.091465235E0,1.527221441E0,-1.152103305E0
4.034064375E0,1.041329980E0,1.711999774E0,-8.333852887E-1
4.044062375E0,6.224380136E-1,1.438696265E0,-5.712997317E-1
4.054060375E0,6.920219064E-1,1.050423384E0,-3.658227026E-1
4.064059375E0,8.266118765E-1,8.183903098E-1,-1.556273252E-1
4.074057375E0,7.143830657E-1,6.998053193E-1,4.109532014E-2
4.084056375E0,5.476197004E-1,6.620671153E-1,2.096989304E-1
4.094054375E0,4.522332847E-1,8.239601851E-1,2.791467309E-1
4.104052375E0,4.845055640E-1,1.066871881E0,2.529192269E-1
4.114051375E0,6.388040781E-1,1.229427576E0,2.080907673E-1
4.124049375E0,8.397337794E-1,1.211095214E0,1.750243604E-1
4.134048375E0,1.079027653E0,1.105967164E0,1.858298779E-1
4.144046375E0,1.268267870E0,9.391041994E-1,1.768089384E-1
4.154044375E0,1.295817733E0,7.824022174E-1,1.402061880E-1
4.164043375E0,1.201935053E0,6.939303875E-1,1.112594083E-1
4.174041375E0,1.085877061E0,7.254830003E-1,1.153918356E-1
4.184040375E0,1.071028948E0,9.066858292E-1,1.603123844E-1
4.194038375E0,1.176788688E0,1.071002364E0,2.183322757E-1
4.204036375E0,1.293434143E0,9.627133608E-1,3.202337623E-1
4.214035375E0,1.365641832E0,5.388318896E-1,4.851814508E-1
4.224033375E0,1.345641017E0,3.476342186E-2,6.813736558E-1
4.234032375E0,1.212801218E0,-2.865338922E-1,8.495190144E-1
4.244030375E0,1.038143635E0,-3.116033077E-1,9.285395145E-1
4.254028375E0,8.743596077E-1,-1.093878895E-1,9.095562696E-1
4.264027375E0,7.880183458E-1,3.317879140E-1,8.442353010E-1
4.274025375E0,6.979805827E-1,8.624818325E-1,7.201703191E-1
4.284024375E0,4.775789976E-1,1.218753934E0,5.807578564E-1
4.294022375E0,1.527771950E-1,1.261744738E0,4.459291697E-1
4.304020500E0,-1.119866669E-1,1.014902711E0,3.231280148E-1
4.314019500E0,-1.682517976E-1,5.814127922E-1,1.549568325E-1
4.324017500E0,-2.423080057E-2,1.918283850E-1,-8.146043122E-2
4.334016500E0,2.221560776E-1,-1.744573191E-2,-3.005925119E-1
4.344014500E0,3.695200384E-1,-1.543465853E-1,-5.006023645E-1
4.354012500E0,3.108069301E-1,-9.653122723E-2,-6.602111459E-1
4.364011500E0,9.511147439E-2,5.631439015E-2,-5.688257217E-1
4.374009500E0,-3.496502638E-1,-7.858723402E-2,-1.242527962E-1
4.384008500E0,-8.325446844E-1,-6.221329570E-1,3.077469766E-1
4.394006500E0,-1.176726222E0,-1.405556083E0,4.368191957E-1
4.404004500E0,-1.659925580E0,-1.699515939E0,2.169745117E-1
4.414003500E0,-2.096828938E0,-1.620404124E0,-2.109986544E-1
4.424001500E0,-2.380212069E0,-1.668554544E0,-6.318979859E-1
4.434000500E0,-2.548506498E0,-1.582070231E0,-8.818465471E-1
4.443998500E0,-2.789594650E0,-1.404199123E0,-9.576315284E-1
4.453996500E0,-3.066348553E0,-1.093788743E0,-1.071780920E0
4.463995500E0,-3.110580444E0,-6.776943207E-1,-1.218162656E0
4.473993500E0,-3.112850428E0,-4.000158608E-1,-1.285659194E0
4.483992500E0,-3.138689995E0,-3.116326034E-1,-1.288481236E0
4.493990500E0,-3.082493544E0,-3.982084990E-1,-1.280774117E0
4.503988500E0,-2.947962523E0,-5.844934583E-1,-1.329904556E0
4.513987500E0,-2.831592083E0,-8.182857037E-1,-1.379426241E0
4.523985500E0,-2.771376133E0,-1.025778890E0,-1.317636251E0
4.533984500E0,-2.733756304E0,-1.177010298E0,-1.057833910E0
4.543982500E0,-2.689482212E0,-1.243746042E0,-6.241742969E-1
4.553980500E0,-2.605951786E0,-1.259986281E0,-7.523208112E-2
4.563979500E0,-2.515140295E0,-1.201571226E0,4.102885425E-1
4.573977500E0,-2.377345800E0,-1.297539115E0,5.481616855E-1
4.583976500E0,-2.272045612E0,-1.329548717E0,5.540238023E-1
4.593974500E0,-1.847800374E0,-1.862507463E0,5.937139988E-1
4.603972500E0,-9.184575677E-1,-3.135008574E0,3.669036925E-1
4.613971500E0,-2.120575607E-1,-3.714793682E0,-1.888879240E-1
4.623969500E0,-6.795901656E-1,-3.432187080E0,-8.739469647E-1
4.633968500E0,-1.817538500E0,-3.101957560E0,-1.253376007E0
4.643966500E0,-2.563591242E0,-3.204022646E0,-1.119758844E0
4.653964500E0,-2.737804174E0,-3.772371054E0,-8.713926673E-1
4.663963500E0,-2.564878702E0,-4.071518421E0,-9.718245268E-1
4.673961500E0,-2.338320494E0,-3.795189857E0,-1.140184045E0
4.683960500E0,-1.915320516E0,-3.324028492E0,-1.035805106E0
4.693958500E0,-1.349698424E0,-2.916781425E0,-9.275851846E-1
4.703956500E0,-8.798536658E-1,-2.586579323E0,-8.964787126E-1
4.713955500E0,-4.105535448E-1,-2.492698908E0,-8.420678973E-1
4.723953500E0,8.986403793E-2,-2.286678553E0,-7.437925339E-1
4.733952500E0,5.768624544E-1,-1.941316247E0,-6.796894670E-1
4.743950500E0,1.028172851E0,-1.382772684E0,-6.577991843E-1
4.753948500E0,1.398532748E0,-6.997538209E-1,-6.308765411E-1
4.763947500E0,1.713633537E0,-3.124168143E-4,-5.987456441E-1
4.773945500E0,2.001237154E0,5.006926060E-1,-5.834431052E-1
4.783944500E0,2.267667532E0,7.525238395E-1,-5.829554200E-1
4.793942500E0,2.487037182E0,9.074535370E-1,-6.125082970E-1
4.803940500E0,2.612051487E0,1.087703586E0,-6.611068845E-1
4.813939500E0,2.600171804E0,1.264666915E0,-6.975916624E-1
4.823937500E0,2.362115860E0,1.263450027E0,-5.482128859E-1
4.833936500E0,2.034454346E0,1.002250671E0,-9.602708369E-2
4.843934500E0,1.563894272E0,6.593781710E-1,4.687440395E-1
4.853932500E0,8.335540295E-1,5.529289246E-1,6.502221823E-1
4.863931500E0,-1.883489341E-1,1.327324510E-1,1.382328272E-1
4.873929500E0,-9.185435176E-1,-6.117885709E-1,-3.903141320E-1
4.883928500E0,-1.052874088E0,-9.655297399E-1,-5.569263101E-1
4.893926500E0,-7.439215779E-1,-1.046720743E0,-6.124284863E-1
4.903924500E0,-4.472172558E-1,-6.244151592E-1,-5.106732249E-1
4.913923500E0,-3.509003222E-1,4.593711719E-2,-1.621778160E-1
4.923921500E0,-4.183401465E-1,5.851495862E-1,3.175419271E-1
4.933920500E0,-5.631750822E-1,5.244233608E-1,8.299434185E-1
4.943918500E0,-7.026096582E-1,-2.626014352E-1,1.399832726E0
4.953917500E0,-9.463930726E-1,-6.004098654E-1,1.631777644E0
4.963915500E0,-9.235013127E-1,1.277462244E-1,1.446296215E0
4.973913500E0,-5.787076950E-1,1.207314968E0,1.021726489E0
4.983912500E0,-7.482766360E-2,2.103216887E0,7.017568946E-1
4.993910500E0,4.051178992E-1,2.359267235E0,4.985520840E-1
5.003909500E0,7.573791146E-1,2.183818102E0,3.542337120E-1
5.013907500E0,1.076976538E0,1.822481632E0,3.105999529E-1
5.023905500E0,1.440706491E0,1.603803158E0,2.500762641E-1
5.033904500E0,1.786224484E0,1.703308702E0,2.590551376E-1
5.043902500E0,2.051708221E0,2.099164486E0,4.526612461E-1
5.053901500E0,2.188031912E0,2.496340275E0,8.409013748E-1
5.063899500E0,2.151112556E0,2.803951740E0,1.285893202E0
5.073897500E0,2.014692307E0,3.020700932E0,1.644949079E0
5.083896500E0,1.803055763E0,3.040565491E0,1.876340389E0
5.093894500E0,1.433909178E0,3.002088785E0,1.996317863E0
5.103893500E0,8.359770179E-1,2.642468929E0,1.697305799E0
5.113891500E0,1.902102381E-1,1.712728620E0,7.240477204E-1
5.123889500E0,-4.106719792E-2,9.238135219E-1,-5.917022228E-1
5.133888500E0,1.232381582E0,7.774654031E-1,-1.191041589E0
5.143886500E0,2.861741781E0,6.439515948E-1,-1.150271177E0
5.153884500E0,3.767729998E0,3.735354841E-1,-1.020789385E0
5.163883500E0,3.684906244E0,4.289076626E-1,-9.628989697E-1
5.173881500E0,2.689527988E0,1.027805209E0,-8.961274028E-1
5.183880500E0,1.544836402E0,1.305262566E0,-7.130300403E-1
5.193878500E0,8.763841391E-1,1.189979196E0,-4.614563882E-1
5.203876500E0,7.359373569E-1,9.200841784E-1,-2.068319172E-1
5.213875500E0,8.119322658E-1,5.142346621E-1,-4.254737869E-2
5.223873500E0,7.955778241E-1,2.877420187E-1,3.158858046E-2
5.233872500E0,7.393622398E-1,3.331449032E-1,1.569164097E-1
5.243870500E0,7.328395844E-1,6.103861332E-1,2.346472144E-1
5.253868500E0,8.041625023E-1,1.130639315E0,2.430050075E-1
5.263867500E0,9.204656482E-1,1.718159914E0,2.406901866E-1
5.273865500E0,9.422370195E-1,1.908833623E0,1.724136621E-1
5.283864500E0,9.276601672E-1,1.708708167E0,1.187965721E-1
5.293862500E0,9.544883370E-1,1.395861268E0,1.192796752E-1
5.303860500E0,1.000916123E0,1.175156832E0,1.929428428E-1
5.313859000E0,9.799495339E-1,1.080799460E0,2.909882069E-1
5.323857000E0,8.890970349E-1,1.044829130E0,3.507871628E-1
5.333856000E0,8.033736348E-1,1.016687870E0,3.883009851E-1
5.343854000E0,7.975264192E-1,9.637770653E-1,4.426880181E-1
5.353852000E0,9.490014315E-1,9.318148494E-1,5.174285769E-1
5.363851000E0,1.288531661E0,1.032193184E0,5.966756344E-1
5.373849000E0,1.592218041E0,1.000454903E0,6.557280421E-1
5.383848000E0,1.663751006E0,6.156800985E-1,7.416091561E-1
5.393846000E0,1.568482757E0,1.376924515E-1,7.996599674E-1
5.403844000E0,1.405032396E0,-5.950210616E-2,7.288454175E-1
5.413843000E0,1.237033010E0,4.969255999E-2,6.704500318E-1
5.423841000E0,1.007249951E0,5.608056188E-1,7.043259144E-1
5.433840000E0,5.726140141E-1,1.232324600E0,7.157679200E-1
5.443838000E0,-2.189229056E-2,1.808265567E0,6.411098242E-1
5.453836000E0,-5.042523146E-1,2.014362097E0,4.377579987E-1
5.463835000E0,-5.761241913E-1,1.648416758E0,1.410968602E-1
5.473833000E0,-2.509069741E-1,8.554698825E-1,-1.237193495E-1
5.483832000E0,1.464895457E-1,4.938763008E-2,-3.002034426E-1
5.493830000E0,3.822560012E-1,-4.661145806E-1,-3.747245371E-1
5.503828000E0,3.212761581E-1,-7.972673774E-1,-4.371243715E-1
5.513827000E0,-7.950535417E-2,-8.372629881E-1,-5.342403054E-1
5.523825000E0,-5.752948523E-1,-7.660984993E-1,-4.144518375E-1
5.533824000E0,-9.748731256E-1,-1.013899803E0,-2.465179563E-1
5.543822000E0,-1.395662427E0,-1.481164217E0,-1.620523930E-1
5.553820000E0,-1.970095038E0,-1.901584983E0,-2.134889513E-1
5.563819000E0,-2.533384323E0,-1.919805408E0,-5.381600261E-1
5.573817000E0,-2.816462755E0,-1.498239517E0,-9.217641354E-1
5.583816000E0,-2.840810776E0,-9.744520187E-1,-9.524622560E-1
5.593814000E0,-2.899419546E0,-6.410236955E-1,-9.802619219E-1
5.603812000E0,-2.999538183E0,-5.168118477E-1,-1.160820842E0
5.613811000E0,-3.097827911E0,-5.133343339E-1,-1.282059908E0
5.623809000E0,-3.152315855E0,-4.802591503E-1,-1.295217276E0
5.633808000E0,-3.116710663E0,-5.063264370E-1,-1.238389134E0
5.643806000E0,-2.992462635E0,-6.280885935E-1,-1.185703397E0
5.653804000E0,-2.815537214E0,-7.899534106E-1,-1.142629743E0
5.663803000E0,-2.643512011E0,-8.420103192E-1,-1.000860810E0
5.673801000E0,-2.513130188E0,-8.324823380E-1,-7.040044665E-1
5.683800000E0,-2.431836605E0,-8.442175388E-1,-3.175548613E-1
5.693798000E0,-2.386117935E0,-8.391705751E-1,1.650406606E-2
5.703796000E0,-2.387221813E0,-7.831668854E-1,2.425317764E-1
5.713795000E0,-2.341383696E0,-7.946671844E-1,3.342318833E-1
5.723793000E0,-2.306583405E0,-6.615446806E-1,2.572987974E-1
5.733792000E0,-2.160303116E0,-6.394814253E-1,1.618172973E-1
5.743790000E0,-1.496918082E0,-1.574949145E0,-2.997752652E-2
5.753788000E0,-6.674014926E-1,-2.801538706E0,-3.378381431E-1
5.763787000E0,-5.469366908E-1,-3.598101377E0,-6.822457314E-1
5.773785000E0,-1.244845390E0,-3.852458239E0,-9.433189034E-1
5.783784000E0,-1.997086525E0,-3.458613634E0,-1.055271745E0
5.793782000E0,-2.268519878E0,-3.238304377E0,-1.011037707E0
5.803780000E0,-2.182001591E0,-3.298665047E0,-1.058708549E0
5.813779000E0,-1.983848214E0,-3.390804529E0,-1.281445503E0
5.823777000E0,-1.608868361E0,-3.303182840E0,-1.408308029E0
5.833776000E0,-1.151120782E0,-3.073223114E0,-1.313796401E0
5.843774000E0,-7.866938710E-1,-2.894078493E0,-1.163453698E0
5.853772000E0,-5.318522453E-1,-2.862668037E0,-1.066452861E0
5.863771000E0,-2.065212727E-1,-2.737388849E0,-9.723231792E-1
5.873769000E0,2.146880031E-1,-2.428812265E0,-8.412402272E-1
5.883768000E0,6.392765045E-1,-1.928523540E0,-7.726275325E-1
5.893766000E0,9.666695595E-1,-1.267058253E0,-7.639214396E-1
5.903764000E0,1.232849956E0,-6.325199008E-1,-7.627843022E-1
5.913763000E0,1.469575882E0,-1.550050378E-1,-7.653225660E-1
5.923761000E0,1.721551061E0,1.170353889E-1,-8.115701079E-1
5.933760000E0,1.963670135E0,3.061089218E-1,-8.497254848E-1
5.943758000E0,2.188242197E0,5.461747646E-1,-8.949043155E-1
5.953756000E0,2.330856800E0,9.681153297E-1,-8.887526989E-1
5.963755000E0,2.351866484E0,1.341502190E0,-8.418251276E-1
5.973753000E0,2.229142189E0,1.425480723E0,-6.795214415E-1
5.983752000E0,1.888879061E0,1.066494823E0,-1.812565774E-1
5.993750000E0,1.404372573E0,4.607763588E-1,4.474947155E-1
6.003748000E0,8.124652505E-1,2.525072098E-1,5.681324601E-1
6.013747000E0,2.175514027E-2,2.285615541E-2,-1.516135782E-2
6.023745000E0,-6.602191925E-1,-4.469912350E-1,-5.167948604E-1
6.033744000E0,-9.634981155E-1,-8.018095493E-1,-6.485502720E-1
6.043742000E0,-8.569502831E-1,-8.828748465E-1,-5.684490800E-1
6.053740000E0,-6.814788580E-1,-5.061605573E-1,-4.045256674E-1
6.063739000E0,-5.202584863E-1,-9.277109802E-2,-1.940166950E-1
6.073737000E0,-4.269495904E-1,-1.723948270E-1,6.658506393E-2
6.083736000E0,-4.935456812E-1,-3.700530231E-1,3.174487352E-1
6.093734000E0,-5.266069770E-1,-1.974535733E-1,6.107110381E-1
6.103732000E0,-2.915933132E-1,-1.148061082E-1,1.171501517E0
6.113731000E0,1.922026575E-1,2.768287659E-1,1.379633069E0
6.123729000E0,2.808345556E-1,1.529565811E0,1.522863269E0
6.133728000E0,1.923222691E-1,2.864422798E0,1.604133010E0
6.143726000E0,4.457031488E-1,3.478238583E0,1.466274261E0
6.153724000E0,5.947828889E-1,3.030374527E0,1.152949929E0
6.163723000E0,6.602939367E-1,1.931974530E0,8.272941113E-1
6.173721000E0,9.369590878E-1,1.203704715E0,5.714016557E-1
6.183720000E0,1.128396511E0,1.167664051E0,4.804990292E-1
6.193718000E0,1.289068699E0,1.449086189E0,5.484070182E-1
6.203716000E0,1.482913852E0,1.882220864E0,7.158766389E-1
6.213715000E0,1.691314220E0,2.384438276E0,9.957783222E-1
6.223713000E0,1.886333346E0,2.707405329E0,1.246070623E0
6.233712000E0,1.924262047E0,2.939010382E0,1.414369702E0
6.243710000E0,1.805068851E0,3.035375118E0,1.598518729E0
6.253708000E0,1.465840697E0,2.846701145E0,1.639054656E0
6.263707000E0,8.505860567E-1,2.210866690E0,1.176121473E0
6.273705000E0,2.575402856E-1,1.303189158E0,1.343564391E-1
6.283704000E0,9.621606022E-2,6.126698852E-1,-1.030887842E0
6.293702000E0,1.370180249E0,4.886781871E-1,-1.511089921E0
6.303700000E0,3.113338709E0,3.376264870E-1,-1.147679687E0
6.313698917E0,3.843776226E0,9.004944563E-2,-8.576268554E-1
6.323696917E0,3.426896334E0,3.881289363E-1,-9.243713617E-1
6.333695917E0,2.216649771E0,1.061348081E0,-8.968905210E-1
6.343693917E0,1.027682543E0,1.359483361E0,-5.695617795E-1
6.353691917E0,4.952239394E-1,1.171668649E0,-2.404882610E-1
6.363690917E0,5.707519054E-1,9.139477015E-1,-1.846125908E-2
6.373688917E0,7.832474113E-1,7.450745702E-1,1.334696859E-1
6.383687917E0,8.345873356E-1,7.306844592E-1,2.748914361E-1
6.393685917E0,7.821430564E-1,7.866867185E-1,3.756795526E-1
6.403683917E0,7.085431814E-1,9.571264982E-1,3.956635892E-1
6.413682917E0,7.114921212E-1,1.350084782E0,4.180637002E-1
6.423680917E0,7.477741241E-1,1.506628275E0,3.961034417E-1
6.433679917E0,7.385635972E-1,1.339707136E0,2.844560146E-1
6.443677917E0,8.066957593E-1,1.062321305E0,1.602908969E-1
6.453675917E0,9.190539718E-1,8.304803967E-1,1.375839859E-1
6.463674917E0,9.563354850E-1,6.876468062E-1,1.931259036E-1
6.473672917E0,9.121291637E-1,8.629805446E-1,1.722017229E-1
6.483671917E0,8.427482843E-1,1.084641695E0,2.006966621E-1
6.493669917E0,8.318045735E-1,1.212222576E0,2.997052670E-1
6.503667917E0,8.908627033E-1,1.125333667E0,3.784462810E-1
6.513666917E0,1.034100294E0,9.271570444E-1,4.677117169E-1
6.523664917E0,1.218660474E0,7.333920002E-1,5.606738329E-1
6.533663917E0,1.348658919E0,5.218552947E-1,6.600151062E-1
6.543661917E0,1.384402990E0,3.313818872E-1,7.451575398E-1
6.553659917E0,1.323945999E0,2.642683685E-1,8.161640763E-1
6.563658917E0,1.166138887E0,3.243820369E-1,8.446542621E-1
6.573656917E0,9.059046507E-1,5.418672562E-1,8.022735119E-1
6.583655917E0,5.235979557E-1,9.045943022E-1,6.996353865E-1
6.593653917E0,6.847651303E-2,1.328834534E0,5.594644547E-1
6.603651917E0,-2.702276707E-1,1.675177336E0,3.802599609E-1
6.613650917E0,-3.347065151E-1,1.667472482E0,1.432348937E-1
6.623648917E0,-7.589209080E-2,1.259508967E0,-9.582927823E-2
6.633647917E0,3.359481692E-1,5.841246843E-1,-2.581439018E-1
6.643645917E0,6.150004864E-1,-1.755579859E-1,-3.530183434E-1
6.653643917E0,5.928882360E-1,-7.694975138E-1,-4.057960808E-1
6.663642917E0,2.802428603E-1,-8.539710045E-1,-4.817660749E-1
6.673640917E0,-2.246330976E-1,-5.628368855E-1,-3.641057312E-1
6.683638917E0,-7.321331501E-1,-5.738120079E-1,-1.410014480E-1
6.693637917E0,-1.076269507E0,-9.825782180E-1,-5.741372239E-3
6.703635917E0,-1.444513559E0,-1.435911655E0,1.226229891E-1
6.713634917E0,-1.903984666E0,-1.857210159E0,-7.360937446E-2
6.723632917E0,-2.244499445E0,-2.075810432E0,-5.164205432E-1
6.733630917E0,-2.446318150E0,-1.871001959E0,-7.350291014E-1
6.743629917E0,-2.649623394E0,-1.521813869E0,-7.015573382E-1
6.753627917E0,-2.990340948E0,-1.122558951E0,-8.230667114E-1
6.763626917E0,-3.107857943E0,-7.715642452E-1,-9.517588615E-1
6.773624917E0,-3.103544950E0,-5.388886333E-1,-1.098598719E0
6.783622917E0,-3.075883150E0,-2.840885818E-1,-1.130865335E0
6.793621917E0,-3.014836550E0,-1.764889061E-1,-1.058925629E0
6.803619917E0,-2.918440342E0,-3.027945161E-1,-9.896822572E-1
6.813618917E0,-2.813458920E0,-6.555440426E-1,-9.891938567E-1
6.823616917E0,-2.730160952E0,-1.039110780E0,-9.994085431E-1
6.833614917E0,-2.681285381E0,-1.241071343E0,-8.752506375E-1
6.843613917E0,-2.663552761E0,-1.225930691E0,-5.604423285E-1
6.853611917E0,-2.655856371E0,-1.118862629E0,-1.412341744E-1
6.863610917E0,-2.636892319E0,-1.065490842E0,1.933117211E-1
6.873608917E0,-2.592742682E0,-1.075896859E0,4.299471676E-1
6.883606917E0,-2.555197239E0,-1.004688263E0,5.848547816E-1
6.893605917E0,-2.413098812E0,-8.470616937E-1,4.826751649E-1
6.903603917E0,-2.018691301E0,-9.066433311E-1,2.799542248E-1
6.913602917E0,-1.090062261E0,-2.051922083E0,1.043951735E-1
6.923600917E0,-3.365112245E-1,-3.265990973E0,-2.836411595E-1
6.933598917E0,-5.789374709E-1,-3.599735737E0,-8.382721543E-1
6.943597917E0,-1.571934700E0,-2.788465261E0,-1.209798694E0
6.953595917E0,-1.965416551E0,-2.452623129E0,-1.229102373E0
6.963594917E0,-1.935143590E0,-2.804929733E0,-1.180638671E0
6.973592917E0,-1.772907019E0,-3.247221231E0,-1.353770494E0
6.983590917E0,-1.558716416E0,-3.058052540E0,-1.413082600E0
6.993589917E0,-1.213830590E0,-2.707011223E0,-1.215524554E0
7.003587917E0,-9.064625502E-1,-2.599171400E0,-1.015319467E0
7.013586917E0,-5.712832212E-1,-2.524783134E0,-9.121842384E-1
7.023584917E0,-1.880266964E-1,-2.445705652E0,-8.995576501E-1
7.033582917E0,1.763368696E-1,-2.186646700E0,-8.407033682E-1
7.043581917E0,5.613451600E-1,-1.766956329E0,-7.308715582E-1
7.053579917E0,8.917020559E-1,-1.270386815E0,-6.602013707E-1
7.063578917E0,1.208551764E0,-7.748696208E-1,-6.526165605E-1
7.073576917E0,1.501588225E0,-2.483086437E-1,-6.203315854E-1
7.083574917E0,1.795874238E0,1.344611198E-1,-5.933523774E-1
7.093573917E0,2.068621397E0,3.054839969E-1,-6.282640100E-1
7.103571917E0,2.330706835E0,3.608669639E-1,-7.387222648E-1
7.113570917E0,2.540942192E0,4.701303542E-1,-8.221202493E-1
7.123568917E0,2.601389647E0,6.048864722E-1,-8.393157125E-1
7.133566917E0,2.399943352E0,7.867800593E-1,-7.145812511E-1
7.143565917E0,1.961395979E0,9.545526505E-1,-3.060147166E-1
7.153563917E0,1.413987756E0,1.096420527E0,2.666791677E-1
7.163562917E0,5.842089057E-1,1.137940407E0,4.481196702E-1
7.173560917E0,-4.276804328E-1,4.892076552E-1,-2.534339130E-1
7.183558917E0,-1.058187842E0,-3.263798654E-1,-6.220944524E-1
7.193557917E0,-1.103880405E0,-8.066641688E-1,-6.013303399E-1
7.203555917E0,-8.517696261E-1,-9.197413325E-1,-4.294941425E-1
7.213554917E0,-6.294918060E-1,-6.069194674E-1,-1.779932082E-1
7.223552917E0,-5.582862496E-1,-2.363948375E-1,1.092845500E-1
7.233551917E0,-5.652091503E-1,-7.665337622E-2,4.807246625E-1
7.243549917E0,-6.507858038E-1,-1.745765060E-1,8.525777459E-1
7.253547917E0,-7.427492738E-1,-3.808692098E-1,1.180500269E0
7.263546917E0,-7.058147192E-1,-1.232167482E-1,1.189577222E0
7.273544917E0,-5.906974673E-1,7.274723053E-1,9.600310922E-1
7.283543917E0,-2.611808479E-1,1.913041234E0,7.272325158E-1
7.293541917E0,1.454510838E-1,2.685635090E0,5.508950353E-1
7.303539917E0,3.515955210E-1,2.662717581E0,4.117557108E-1
7.313540125E0,5.842109323E-1,2.260697365E0,3.978886306E-1
7.323538125E0,8.882629871E-1,1.700766206E0,4.211950004E-1
7.333537125E0,1.217858195E0,1.435335398E0,4.708917141E-1
7.343535125E0,1.554244280E0,1.560290456E0,6.365197301E-1
7.353533125E0,1.824805260E0,2.044164419E0,9.478318095E-1
7.363532125E0,1.900299430E0,2.739898682E0,1.365349889E0
7.373530125E0,1.868252277E0,3.276575804E0,1.718173504E0
7.383529125E0,1.714192390E0,3.436038971E0,1.973479390E0
7.393527125E0,1.448113799E0,3.326133490E0,2.180299759E0
7.403525125E0,9.774625301E-1,2.711642504E0,2.064337254E0
7.413524125E0,3.005628884E-1,1.466491699E0,1.227599502E0
7.423522125E0,-2.425495088E-1,1.669750214E-1,-1.492541730E-1
7.433520125E0,-1.802981198E-1,-2.662091851E-1,-1.417225957E0
7.443519125E0,1.404081583E0,-1.214143410E-1,-1.728075266E0
7.453517125E0,3.159928322E0,1.340818871E-2,-1.362458229E0
7.463516125E0,4.146537304E0,-3.335065395E-2,-1.006456017E0
7.473514125E0,4.182922363E0,3.817453682E-1,-9.157550931E-1
7.483513125E0,3.381970406E0,1.158371210E0,-9.168062210E-1
7.493511125E0,2.155209780E0,1.544526577E0,-7.517355084E-1
7.503509125E0,1.181910753E0,1.332728386E0,-4.416562021E-1
7.513508125E0,7.682535648E-1,9.434359670E-1,-1.118668467E-1
7.523506125E0,7.583719492E-1,8.148137331E-1,4.920348153E-2
7.533504125E0,7.925754189E-1,9.746273756E-1,1.434103996E-1
7.543503125E0,7.391067147E-1,1.176320553E0,2.250633687E-1
7.553501125E0,6.714912057E-1,1.399464965E0,2.852438688E-1
